"GEO";"GEO_OBJECT";"FREQ";"SEX";"PCS_ESE";"DERA_MEASURE";"CONF_STATUS";"TIME_PERIOD";"OBS_VALUE"
"2B120";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2594.483008
"29158";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2324.425128
"29135";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1849.480163
"29113";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1680.947296
"29140";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2160.228044
"29158";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1939.224783
"29117";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;4038.379234
"29158";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3773.833347
"29146";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1893.042709
"29147";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2678.439089
"29130";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2283.465783
"29130";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1494.353403
"30186";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"30217";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1693.259815
"30227";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2807.080398
"30211";"COM";"A";"M";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1690.908566
"30214";"COM";"A";"M";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2022;
"30217";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1989.006768
"30166";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1538.472672
"30217";"COM";"A";"M";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2155.904056
"30210";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1921.382144
"30156";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2468.010378
"30156";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1692.292668
"27275";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1835.500822
"27278";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"27180";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"27213";"COM";"A";"M";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2325.0576
"27226";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1852.255533
"27180";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"27226";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2978.242321
"27278";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"27213";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2189.178174
"27284";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2215.517731
"27306";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2606.923847
"2A032";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1734.103119
"29273";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"29274";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3556.971992
"2A001";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1529.369594
"2A032";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2221.735206
"29266";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2004.636392
"29272";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3751.703041
"2A001";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2047.22347
"29302";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;4551.833907
"29293";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1842.771316
"29277";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1992.208985
"29247";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2562.774398
"31582";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1838.975303
"33162";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3668.546985
"31409";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"28116";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3777.257671
"31004";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2947.189953
"31588";"COM";"A";"M";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2339.057924
"31446";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2369.923961
"28391";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2305.294201
"30028";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3736.133967
"28393";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1893.467241
"28227";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;4557.431403
"28236";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2171.7639
"28298";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2183.507764
"28227";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2008.979362
"28279";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1798.476956
"28199";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3468.014208
"28229";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1793.509031
"28209";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1947.286066
"28196";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3621.346989
"28209";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2525.612759
"28209";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3324.087938
"29257";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2022;
"29225";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;4687.714544
"29235";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;4609.437007
"29233";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;4659.870513
"29259";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1814.528182
"29236";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1855.14804
"29217";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2115.170105
"29257";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"29225";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1874.547527
"29259";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1980.302285
"29247";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1767.496826
"33140";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3351.694354
"33162";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1952.538297
"33123";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2022;
"33185";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"33185";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"33192";"COM";"A";"M";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2903.354334
"33200";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1924.022368
"33143";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1721.457543
"33162";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2238.953931
"33143";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3564.805663
"33177";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2283.362102
"29039";"COM";"A";"M";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1888.978638
"29039";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3811.66257
"29048";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2022;
"29022";"COM";"A";"M";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1877.231443
"29042";"COM";"A";"M";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1814.99788
"29022";"COM";"A";"M";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1839.455549
"29046";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1846.990728
"29045";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3592.189057
"29040";"COM";"A";"M";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1726.608527
"29024";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3731.254777
"29023";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1935.41442
"30278";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1766.575023
"30305";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2235.461954
"30305";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2064.670702
"30269";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2072.788211
"30305";"COM";"A";"M";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2034.44227
"30254";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"30284";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1924.940072
"30278";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1847.029262
"30278";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1095.733414
"30274";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3320.00744
"30258";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3615.226316
"31433";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1696.821671
"31429";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"31445";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2426.175981
"31460";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2127.809154
"31433";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3642.861416
"31451";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1727.276042
"31462";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2018.368363
"31446";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2400.589195
"31424";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3243.06442
"31454";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1310.696984
"31445";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2038.534236
"29004";"COM";"A";"M";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2269.735268
"28404";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;4222.148969
"28337";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;4233.41335
"28422";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1974.817722
"29011";"COM";"A";"M";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2079.925096
"28422";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2392.596355
"29020";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1809.746022
"28337";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2359.824955
"28391";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2197.585138
"28359";"COM";"A";"M";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1899.837486
"28404";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2731.645269
"32160";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2163.577414
"32132";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1763.131612
"31561";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2197.744422
"32132";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1646.5611
"32160";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2180.235227
"31582";"COM";"A";"M";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2328.149194
"32013";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3740.411549
"31588";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3904.883889
"32147";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2046.825971
"32013";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3484.229176
"31588";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2201.849624
"31022";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1966.057687
"30312";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"30315";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"30333";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1909.235755
"30341";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2350.07264
"30326";"COM";"A";"M";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1578.662431
"30356";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3977.303726
"30350";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2193.544274
"30312";"COM";"A";"M";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"30326";"COM";"A";"M";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2092.749649
"30341";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3878.58088
"30007";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3866.016714
"30012";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3038.615524
"30059";"COM";"A";"M";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2069.249191
"30033";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3204.469703
"30059";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2001.520985
"30059";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2985.628982
"30042";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2405.850003
"30020";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2204.632244
"30039";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2022;
"30011";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1921.927435
"30042";"COM";"A";"M";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2136.429195
"33248";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"C";2023;
"33238";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2245.394609
"33229";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3257.37179
"33227";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2351.978088
"33233";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2049.730529
"33219";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2132.847809
"33249";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2546.734224
"33249";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1627.953382
"33213";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1911.11192
"33213";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2257.033073
"33233";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2711.758871
"33042";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2775.424176
"33037";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1637.035741
"33049";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2083.441325
"33036";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1987.585535
"33019";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1469.562758
"33037";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1677.502519
"33032";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2531.300358
"33022";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1623.333306
"33049";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;4265.641493
"33058";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1795.787987
"33056";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2037.587153
"27701";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1818.500453
"27681";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2060.838257
"28085";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3509.543177
"28110";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2546.486249
"28012";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1736.066666
"28085";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2535.950482
"28012";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2436.533329
"28103";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1829.395962
"28088";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3306.340332
"28015";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2089.702252
"28089";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2569.629436
"29160";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2503.960509
"29163";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1775.548828
"29163";"COM";"A";"M";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2204.451998
"29177";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;4403.260338
"29177";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3697.124489
"29162";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1982.823178
"29162";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3252.147488
"29163";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2434.950901
"29163";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2433.520799
"29177";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1828.376012
"29170";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2031.261582
"33080";"COM";"A";"F";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2959.696666
"33097";"COM";"A";"M";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1735.784389
"33081";"COM";"A";"M";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1830.318474
"33081";"COM";"A";"F";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2241.80049
"33081";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3389.924333
"33120";"COM";"A";"_T";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2220.597335
"33119";"COM";"A";"M";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;3702.059362
"33085";"COM";"A";"F";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2221.613385
"33120";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1777.732986
"33114";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;1716.931682
"33114";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2464.515548
"27438";"COM";"A";"M";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2016.433808
"27554";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2658.346292
"27458";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;4353.863779
"27438";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1855.816748
"27438";"COM";"A";"F";"6";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1639.569698
"27375";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;2344.084726
"27580";"COM";"A";"_T";"1T3";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2022;3659.63436
"27458";"COM";"A";"_T";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1852.169815
"27448";"COM";"A";"F";"5";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1880.804783
"27507";"COM";"A";"_T";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2670.740763
"27438";"COM";"A";"_T";"_T";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;1966.108837
"2B042";"COM";"A";"M";"4";"SALAIRE_NET_EQTP_MENSUEL_MOYENNE";"F";2023;2422.549568
